Per-Step Global Mean:
Step 39: -4.152948637246e-07, -7.384677762448e-08, 4.901602635932e-01, 1.271440725586e+00, -3.873419008367e-01, 6.138640804433e+06
Step 40: -4.125888487558e-07, -7.455684987654e-08, 5.021088907453e-01, 1.320260599373e+00, -4.426885856590e-01, 6.138577989761e+06
Step 41: -4.095146463777e-07, -7.545443022424e-08, 5.152523817147e-01, 1.375919268734e+00, -5.004923624241e-01, 6.138508540734e+06
Step 42: -4.065956729766e-07, -7.638615613094e-08, 5.272010099761e-01, 1.427803516775e+00, -5.500489488603e-01, 6.138444976063e+06
Step 43: -4.032707884521e-07, -7.748893958078e-08, 5.403444928412e-01, 1.486299522892e+00, -6.010647151688e-01, 6.138374838075e+06
Step 44: -4.001239104305e-07, -7.859481759375e-08, 5.523124968614e-01, 1.540756231953e+00, -6.443761613111e-01, 6.138525893492e+06
Step 45: -3.965609677541e-07, -7.991772510667e-08, 5.654762701012e-01, 1.601988037657e+00, -6.883226258454e-01, 6.138670055825e+06
Step 46: -3.931886389584e-07, -8.117960697989e-08, 5.774257207112e-01, 1.658791766258e+00, -7.248903399867e-01, 6.138605326053e+06
Step 47: -3.893338399933e-07, -8.263900942545e-08, 5.905701395464e-01, 1.722476013697e+00, -7.611216677475e-01, 6.138533595693e+06
Step 48: -3.857048828105e-07, -8.403387150714e-08, 6.025196004002e-01, 1.781394442795e+00, -7.903257180651e-01, 6.138468241534e+06
Step 49: -3.815837639153e-07, -8.562530538935e-08, 6.156640278425e-01, 1.847324787407e+00, -8.181258883816e-01, 6.138395963441e+06
Step 50: -3.776989607863e-07, -8.711491754563e-08, 6.276134767409e-01, 1.908063212294e+00, -8.392603237732e-01, 6.138330083446e+06
Step 51: -3.732841578557e-07, -8.880388232202e-08, 6.407578963527e-01, 1.975994267967e+00, -8.579610073327e-01, 6.138257405810e+06
Step 52: -3.691388816550e-07, -9.035700508401e-08, 6.527073635737e-01, 2.038635255823e+00, -8.710515605351e-01, 6.138191116994e+06
Step 53: -3.644291181196e-07, -9.209441805044e-08, 6.658517656674e-01, 2.108401839859e+00, -8.809181339180e-01, 6.138117989420e+06
Step 54: -3.600163197134e-07, -9.368023363650e-08, 6.778012305499e-01, 2.172474169703e+00, -8.858067335641e-01, 6.138051437353e+06
Step 55: -3.550116473578e-07, -9.543517399715e-08, 6.909456284802e-01, 2.243427724790e+00, -8.866815472066e-01, 6.137978155325e+06
Step 56: -3.503198437669e-07, -9.703104955971e-08, 7.028950898582e-01, 2.308241217510e+00, -8.831454505771e-01, 6.137911357164e+06
Step 57: -3.450019629007e-07, -9.875065789467e-08, 7.160395077584e-01, 2.379792589942e+00, -8.748844524732e-01, 6.137837877411e+06
Step 58: -3.400372761069e-07, -1.003096862042e-07, 7.279889537899e-01, 2.444970927685e+00, -8.633131589777e-01, 6.137771014910e+06
Step 59: -3.344154220872e-07, -1.019792769867e-07, 7.411333543796e-01, 2.516508149066e+00, -8.467736570965e-01, 6.137697657970e+06
Step 60: -3.291737988965e-07, -1.034674808881e-07, 7.530828296364e-01, 2.580826503854e+00, -8.301399845930e-01, 6.137630799794e+06
Step 61: -3.232465984240e-07, -1.050680897243e-07, 7.662272304892e-01, 2.650542170740e+00, -8.163088575567e-01, 6.137557469039e+06
Step 62: -3.177269003143e-07, -1.065011509344e-07, 7.781780115792e-01, 2.713005589903e+00, -8.087791819762e-01, 6.137491065629e+06
Step 63: -3.115075814922e-07, -1.080658732214e-07, 7.913488253488e-01, 2.780688112953e+00, -8.072605407167e-01, 6.137633405631e+06
Step 64: -3.056632179482e-07, -1.094905690676e-07, 8.034104951547e-01, 2.842297486173e+00, -8.126666538241e-01, 6.137782288296e+06
Step 65: -2.992315737184e-07, -1.110714618338e-07, 8.164721612101e-01, 2.907649226130e+00, -8.272236544298e-01, 6.137710777880e+06
Step 66: -2.930654599854e-07, -1.125316920858e-07, 8.285721051403e-01, 2.969274799922e+00, -8.476168567018e-01, 6.137644961274e+06
Step 67: -2.863968440229e-07, -1.142142722890e-07, 8.415678130303e-01, 3.032559189313e+00, -8.789992529954e-01, 6.137575630053e+06
Step 68: -2.799242447356e-07, -1.157680210486e-07, 8.537139068770e-01, 3.093382565895e+00, -9.145760891198e-01, 6.137511084491e+06
Step 69: -2.730187817355e-07, -1.176141763356e-07, 8.666633868429e-01, 3.153141351329e+00, -9.632305924292e-01, 6.137444056731e+06
Step 70: -2.662633319036e-07, -1.193379061424e-07, 8.788444676723e-01, 3.208924113138e+00, -1.013626932209e+00, 6.137381609171e+06
Step 71: -2.591527789012e-07, -1.214140921383e-07, 8.917590125571e-01, 3.261189045220e+00, -1.074583668005e+00, 6.137317462093e+06
Step 72: -2.519178462986e-07, -1.235027891463e-07, 9.044452400379e-01, 3.311427062269e+00, -1.136205287127e+00, 6.137255410234e+06
Step 73: -2.448343621916e-07, -1.256758585312e-07, 9.168545841959e-01, 3.356917359425e+00, -1.199454686394e+00, 6.137196474993e+06
Step 74: -2.371884124818e-07, -1.281161198510e-07, 9.299781734982e-01, 3.401921467574e+00, -1.266982917362e+00, 6.137135652846e+06
Step 75: -2.301172814094e-07, -1.304505363883e-07, 9.419502040373e-01, 3.440738620760e+00, -1.329099140469e+00, 6.137081858315e+06
Step 76: -2.241670318499e-07, -1.311772882825e-07, 9.501488496713e-01, 3.466016289369e+00, -1.372539751807e+00, 6.135969348846e+06
Per-Step Global Std:
Step 0: 8.366369406754e-04, 6.234373779994e-04, 1.000000000000e-06, 3.093026808730e+02, 3.093026808871e+02, 2.043238934897e+02
Step 1: 8.712480743635e-04, 7.071233632628e-04, 3.759375280698e-04, 7.675969979294e+03, 1.182482447131e+04, 5.170756942498e+04
Step 2: 9.762701123463e-04, 8.237506838202e-04, 4.652148950869e-04, 3.990262982838e+04, 3.904082650614e+04, 4.997320705960e+04
Step 3: 1.219962450128e-03, 1.053750384656e-03, 5.764852435941e-04, 6.108900031576e+04, 5.737071666527e+04, 4.623600036559e+04
Step 4: 1.400657679620e-03, 1.229818853751e-03, 6.998769356017e-04, 1.574607693899e+04, 1.797915328847e+04, 5.802383059157e+04
Step 5: 1.378213378679e-03, 1.225682857940e-03, 8.300658685613e-04, 2.124358304197e+04, 1.353753227187e+04, 7.416166956774e+04
Step 6: 1.357760144312e-03, 1.221346227141e-03, 9.658893207777e-04, 1.877878664994e+04, 2.161949196655e+04, 8.087869544728e+04
Step 7: 1.440964726358e-03, 1.311969346124e-03, 1.104897965676e-03, 6.158883787917e+04, 6.405635483631e+04, 8.015671357990e+04
Step 8: 1.563985652466e-03, 1.445187170328e-03, 1.247545827487e-03, 6.750021691660e+04, 7.311448580618e+04, 8.100311496986e+04
Step 9: 1.678597552366e-03, 1.578836481931e-03, 1.389908713875e-03, 7.079708441239e+04, 7.918334360972e+04, 8.177165081078e+04
Step 10: 1.782556582987e-03, 1.710349523847e-03, 1.533687945761e-03, 7.487275335637e+04, 8.443455448800e+04, 8.231860830415e+04
Step 11: 1.875363081261e-03, 1.837486910990e-03, 1.677870066882e-03, 7.834324276947e+04, 8.754092542910e+04, 8.284215010606e+04
Step 12: 1.956425919533e-03, 1.957491060261e-03, 1.823191120121e-03, 8.118258857137e+04, 8.878322239851e+04, 8.334352463023e+04
Step 13: 2.025547653059e-03, 2.067968790929e-03, 1.969162513823e-03, 8.366292892990e+04, 8.877038510832e+04, 8.383456131619e+04
Step 14: 2.082880308811e-03, 2.166957910180e-03, 2.115197476807e-03, 8.589363207022e+04, 8.794319069218e+04, 8.430913065029e+04
Step 15: 2.128802491472e-03, 2.252798808842e-03, 2.261396005253e-03, 8.784682752979e+04, 8.661508726553e+04, 8.477085543591e+04
Step 16: 2.163822015750e-03, 2.324129453383e-03, 2.407876148252e-03, 8.943857913588e+04, 8.503998783783e+04, 8.523202279852e+04
Step 17: 2.188507720891e-03, 2.379893062366e-03, 2.555304649960e-03, 9.048708721630e+04, 8.335526869980e+04, 8.569349900859e+04
Step 18: 2.203554011922e-03, 2.419570818169e-03, 2.703924514881e-03, 9.060436707986e+04, 8.145867271104e+04, 8.615078733371e+04
Step 19: 2.209394806983e-03, 2.442333361993e-03, 2.851115816340e-03, 8.920701164754e+04, 7.903423669319e+04, 8.661666253997e+04
Step 20: 2.206918860076e-03, 2.448766008341e-03, 2.998808097406e-03, 8.539763584070e+04, 7.533264365154e+04, 8.708166236131e+04
Step 21: 2.197448292287e-03, 2.440620742014e-03, 3.171089981082e-03, 7.790163526953e+04, 6.909739333681e+04, 8.753916060934e+04
Step 22: 2.181419976518e-03, 2.419274814145e-03, 3.293499002116e-03, 6.454631490878e+04, 5.821879119756e+04, 8.803754995220e+04
Step 23: 2.161142474138e-03, 2.389477438982e-03, 3.487677927795e-03, 4.648936214690e+04, 4.338612564628e+04, 8.853154229479e+04
Step 24: 2.139098802742e-03, 2.356485758827e-03, 3.589245369969e-03, 2.947785509928e+04, 2.963335363409e+04, 8.902257146575e+04
Step 25: 2.114531908699e-03, 2.320233036212e-03, 3.747167581891e-03, 1.814873280782e+04, 2.110461277716e+04, 8.954315206569e+04
Step 26: 2.091787643108e-03, 2.287135899964e-03, 3.884914931362e-03, 1.387998887681e+04, 1.819482139767e+04, 9.002845123288e+04
Step 27: 2.066782849364e-03, 2.251021341760e-03, 4.040306959383e-03, 1.243307360848e+04, 1.722410804796e+04, 9.057213155771e+04
Step 28: 2.044153016633e-03, 2.218419727424e-03, 4.180549424068e-03, 1.201859020217e+04, 1.691350130774e+04, 9.107881472843e+04
Step 29: 2.019432245605e-03, 2.182800900499e-03, 4.335554548057e-03, 1.181819962143e+04, 1.673629688407e+04, 9.164251833368e+04
Step 30: 1.997140734072e-03, 2.150633468066e-03, 4.477679073375e-03, 1.169861516475e+04, 1.661860601742e+04, 9.218011172220e+04
Step 31: 1.972835594907e-03, 2.115480479776e-03, 4.632325197695e-03, 1.158456021700e+04, 1.650261351097e+04, 9.277216678067e+04
Step 32: 1.950944517835e-03, 2.083733038009e-03, 4.773569123628e-03, 1.148486362645e+04, 1.640049064301e+04, 9.332714695474e+04
Step 33: 1.927094931834e-03, 2.049044448560e-03, 4.928629869409e-03, 1.137596001791e+04, 1.628899604674e+04, 9.393996812996e+04
Step 34: 1.905628363336e-03, 2.017723792076e-03, 5.069069760907e-03, 1.127633019112e+04, 1.618776594334e+04, 9.452055079196e+04
Step 35: 1.882257114571e-03, 1.983509524869e-03, 5.224876678199e-03, 1.116545128576e+04, 1.607483689426e+04, 9.516285874858e+04
Step 36: 1.861234595912e-03, 1.952625572682e-03, 5.365537665401e-03, 1.106278593381e+04, 1.597188122751e+04, 9.574560487624e+04
Step 37: 1.838360607649e-03, 1.918899132510e-03, 5.521529011653e-03, 1.094860432378e+04, 1.585602399549e+04, 9.641837268182e+04
Step 38: 1.817798151913e-03, 1.888465637861e-03, 5.662555654387e-03, 1.084297945943e+04, 1.574955099076e+04, 9.704194912289e+04
Step 39: 1.795438439661e-03, 1.855243238978e-03, 5.817786036637e-03, 1.072520315281e+04, 1.563041727332e+04, 9.773291064091e+04
Step 40: 1.775351358355e-03, 1.825275601933e-03, 5.959227260161e-03, 1.061612106122e+04, 1.552080785872e+04, 9.837884859090e+04
Step 41: 1.753524184329e-03, 1.792573385041e-03, 6.114703396382e-03, 1.049427952409e+04, 1.539833980313e+04, 9.909846630684e+04
Step 42: 1.733929337843e-03, 1.763086519925e-03, 6.256036012076e-03, 1.038181761342e+04, 1.528524075271e+04, 9.976866409717e+04
Step 43: 1.712652272546e-03, 1.730922358832e-03, 6.412149144025e-03, 1.025620991309e+04, 1.515885738078e+04, 1.005084615953e+05
Step 44: 1.693565493506e-03, 1.701933178480e-03, 5.678090495694e-03, 1.014026467899e+04, 1.504238896802e+04, 9.444645721266e+04
Step 45: 1.672886863158e-03, 1.670356342568e-03, 4.751941717931e-03, 1.001090872550e+04, 1.491221618862e+04, 8.807559921290e+04
Step 46: 1.654353778536e-03, 1.641911416916e-03, 4.853450107142e-03, 9.891507099506e+03, 1.479175308369e+04, 8.889517513135e+04
Step 47: 1.634229692302e-03, 1.610880052278e-03, 4.962304426133e-03, 9.757965109091e+03, 1.465713573697e+04, 8.982414262093e+04
Step 48: 1.616207636972e-03, 1.582938856554e-03, 5.062516875556e-03, 9.634683806701e+03, 1.453280976941e+04, 9.067171632969e+04
Step 49: 1.596687958267e-03, 1.552504923917e-03, 5.170257018342e-03, 9.496971841150e+03, 1.439387574432e+04, 9.162461448708e+04
Step 50: 1.579223918279e-03, 1.525116486471e-03, 5.271807239746e-03, 9.369836819625e+03, 1.426556448097e+04, 9.249865420714e+04
Step 51: 1.560327554372e-03, 1.495301400925e-03, 5.380405913974e-03, 9.227816182311e+03, 1.412218022056e+04, 9.347159166940e+04
Step 52: 1.543438872429e-03, 1.468485568344e-03, 5.479656125217e-03, 9.096700483015e+03, 1.398976386754e+04, 9.436999603675e+04
Step 53: 1.525185056965e-03, 1.439311577394e-03, 5.590216179415e-03, 8.950230936973e+03, 1.384180024531e+04, 9.537336799861e+04
Step 54: 1.508889345806e-03, 1.413088952045e-03, 5.689666179949e-03, 8.815007047240e+03, 1.370516392738e+04, 9.629321402010e+04
Step 55: 1.491297576753e-03, 1.384579134357e-03, 5.800579609532e-03, 8.663949280390e+03, 1.355249732992e+04, 9.731530417893e+04
Step 56: 1.475612658402e-03, 1.358971073956e-03, 5.900326492325e-03, 8.524493171535e+03, 1.341153299807e+04, 9.826256204234e+04
Step 57: 1.458702623112e-03, 1.331149332993e-03, 6.008772456875e-03, 8.368715535026e+03, 1.325405145995e+04, 9.931467352149e+04
Step 58: 1.443646449691e-03, 1.306177936878e-03, 6.110211272844e-03, 8.224913420087e+03, 1.310866409065e+04, 1.002860658817e+05
Step 59: 1.427437932483e-03, 1.279068982500e-03, 6.220564443635e-03, 8.064300641896e+03, 1.294627319614e+04, 1.013578522291e+05
Step 60: 1.413028497845e-03, 1.254757069731e-03, 6.318421285603e-03, 7.916063619088e+03, 1.279639540065e+04, 1.023584443854e+05
Step 61: 1.397541265251e-03, 1.228386360804e-03, 6.428584118796e-03, 7.750544877454e+03, 1.262906228328e+04, 1.034668520612e+05
Step 62: 1.383795008825e-03, 1.204755572873e-03, 6.530502160031e-03, 7.597748184923e+03, 1.247464644580e+04, 1.044792236292e+05
Step 63: 1.369050168562e-03, 1.179169020867e-03, 4.703413391729e-03, 7.427443533802e+03, 1.230273236693e+04, 9.916203901432e+04
Step 64: 1.355919583311e-03, 1.156116023705e-03, 4.568269639868e-04, 7.269090839890e+03, 1.214294651998e+04, 9.345186867004e+04
Step 65: 1.342046488458e-03, 1.131451687053e-03, 4.517552704924e-04, 7.095720161465e+03, 1.196755011828e+04, 9.476588895536e+04
Step 66: 1.329537893219e-03, 1.109000484794e-03, 5.467746186017e-04, 6.932283183361e+03, 1.180272370846e+04, 9.598559391766e+04
Step 67: 1.316476489902e-03, 1.085262568605e-03, 3.749515332352e-04, 6.756482871140e+03, 1.162486030399e+04, 9.729313903732e+04
Step 68: 1.304654749622e-03, 1.063508682612e-03, 5.986771954850e-04, 6.589535928625e+03, 1.145644644746e+04, 9.854054542793e+04
Step 69: 1.292421834483e-03, 1.040677299730e-03, 4.503352041915e-04, 6.412674357098e+03, 1.127685682190e+04, 9.986701393955e+04
Step 70: 1.281320288002e-03, 1.019673998412e-03, 5.964088260375e-04, 6.243893765039e+03, 1.110588330270e+04, 1.011292175613e+05
Step 71: 1.269917915039e-03, 9.977520125479e-04, 4.131932607829e-04, 6.067366508583e+03, 1.092512760297e+04, 1.024638508127e+05
Step 72: 1.259149313252e-03, 9.767223090330e-04, 7.245631334173e-04, 5.892685586369e+03, 1.074608711431e+04, 1.037925462770e+05
Step 73: 1.248999596119e-03, 9.565457210793e-04, 4.796434695429e-04, 5.723417641205e+03, 1.057091575729e+04, 1.050917308149e+05
Step 74: 1.238703329137e-03, 9.357028513578e-04, 4.759097685273e-04, 5.544988635163e+03, 1.038511797766e+04, 1.064776639065e+05
Step 75: 1.229701344652e-03, 9.171205662961e-04, 4.419793896604e-04, 5.383567574014e+03, 1.021548130405e+04, 1.077411581353e+05
Step 76: 1.223723653313e-03, 9.047927466870e-04, 1.258727351200e-02, 5.271213742427e+03, 1.009606668828e+04, 1.356463451312e+05
Settings Global Mean: 0.000000000000e+00, 4.900259200000e+07, -6.070000076294e+01, -2.500000000000e-01, 0.000000000000e+00, 9.999999717181e-10
Settings Global Std: 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
