filepath,norm_emit_x,norm_emit_y,norm_emit_z,SOL10111:solenoid_field_scale,CQ10121:b1_gradient,SQ10122:b1_gradient,GUNF:rf_field_scale,GUNF:theta0_deg,distgen:total_charge
/sdf/scratch/users/t/tiffan/electrons_PMES_51/b08ffcf60ea6bdc191ba7406dd299b1d.h5,7.4307074e-06,2.0009706e-05,2.3418662e-05,-0.2504242385971053,-0.01689861554197073,0.018447587192193995,52952972.14882433,-60.68288943815699,5.096801658673701e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/50ba1314d4a070449181af3ce5cf223f.h5,4.1743565e-06,4.0273001e-06,1.800373e-05,-0.22240168665964707,-0.0016029852472948195,-0.0070618820591933675,47098317.25623427,-66.11168255938503,5.094340892710982e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/3ae83807af5a81e77ad1b27a6a23cacc.h5,5.4415194e-06,5.2727992e-06,1.9996967e-05,-0.22798530793135255,-0.023385080988764524,-0.014723916766646144,47793158.29990265,-68.9792117323744,5.065307446531004e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/e44d6675e32b72fdfab08984dcb34e80.h5,6.5352795e-06,7.0912103e-06,1.9391682e-05,-0.20698136648748577,-0.017310076505774763,-0.0038589296829420958,49092279.8211027,-69.36181679575664,5.013327292864921e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/973fc5061165ba2096ce1721f7842f1a.h5,1.6646073e-05,2.0274451e-05,2.5080676e-05,-0.24216099340509,-0.10514402533208532,-0.04011088212611602,51399156.70807842,-69.39335471882745,5.020195838449181e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/b024dd4c87bfaf735eba75da08982f58.h5,5.5536376e-06,6.1956698e-06,3.3547199e-05,-0.24292639572171737,0.0018982234037528494,0.02194661684805164,52852928.39161299,-66.39802758943443,5.076403430652383e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/11a930f41a8718e999db8d6ac91c949f.h5,4.068763e-06,3.0103841e-06,2.1476453e-05,-0.23870770543954867,-0.010890650589680834,0.0018628485375485951,50865560.18278664,-67.38671575011635,5.087208712280386e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/578e82e07ba7cfb19f6f1fda0f964e77.h5,1.0788582e-05,1.1485344e-05,2.6264363e-05,-0.2328456364925571,-0.11930814737404621,-0.13775252761687012,49770589.49438495,-67.3812310498454,5.072284676088477e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/874261b7e3a27dcd0ea78d70f61c5033.h5,1.1030392e-05,1.412324e-05,2.074601e-05,-0.20914177665765926,-0.14505188929748164,-0.1207956516314548,49551020.02194331,-69.35036062212254,5.053464805481688e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/502e3f6e81d1cba8a22b20710d69b2ce.h5,8.5043936e-06,6.3475866e-06,2.3476038e-05,-0.20380176893896018,0.003699178293165531,0.027270250936348446,52884634.5259044,-66.43282652922016,5.08392750426063e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/f85e0e09620e8d5ddbf9c32227f72bbd.h5,8.3212087e-06,1.6233893e-05,2.0769746e-05,-0.2243770693611936,-0.035628598540025126,-0.0047101817642282735,47920011.179983795,-61.28216044780068,5.051042353348029e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/75cab9f91af45d085a68e2c661636780.h5,5.2028705e-06,6.1974884e-06,2.5479816e-05,-0.21908625476587884,-0.04524448741179621,-0.0373088187497444,49044602.41185293,-69.90427784857422,5.048952052961594e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/11653da6aa124915487c68a8feacd15b.h5,5.8560015e-06,1.5121939e-05,3.4106486e-05,-0.3113765705278616,0.08025028611318452,-0.11729347481805077,48791274.40621507,-65.67037065192126,5.035558177805143e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/b002eeb202abbe5b5bfbcdd31501fcc2.h5,8.5245232e-06,1.3787904e-05,3.4334683e-05,-0.24097697221976516,0.011177303638567285,0.043201013456110826,51729485.6660259,-65.42708047997245,5.017994987285555e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/246f8bf73eed52d676623bca288337af.h5,1.0668961e-05,7.3812357e-06,2.1835525e-05,-0.2203641331932404,0.017772750555355515,0.0002523419685370176,47902491.82132544,-69.7083868841475,5.066707863619135e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/bc473743e110b073a0ba7fe5389ebf44.h5,1.7574097e-05,1.1543548e-05,2.1405942e-05,-0.2521489433710693,0.01014191622490808,0.03551403657560562,52803863.28765645,-69.56954759602003,5.066093297439882e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/a43f626fd701ff0293e3965a94c6253c.h5,7.7654044e-06,1.5509283e-05,2.168505e-05,-0.21050646055033018,-0.1353538698039224,-0.13862519332016943,49619120.3605746,-65.4664348472059,5.056498578789625e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/fe3e26e34868dafa2fe6027677194654.h5,9.8356396e-06,7.8551951e-06,3.4705114e-05,-0.21096503780258138,-0.07073066722262103,-0.12410460576589699,51530701.26526194,-67.7109387561579,5.099220916632417e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/926352eb5fb1766c4d9d18fc3dc00d46.h5,2.9451498e-06,4.0624752e-06,1.5839939e-05,-0.23126235769506578,0.0005909195114238814,0.010163022197668695,49429548.401713684,-69.73717046175337,5.075983349583957e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/f72971298d930784684bd652f1b44e74.h5,5.8211418e-06,1.8349464e-05,3.624923e-05,-0.2624101161118992,0.013813059966867106,0.05039278589396588,51937404.172247544,-67.14599991397482,5.082847943898787e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/66ef6a74ae755a142d305f885258f0fc.h5,8.670309e-06,1.6134153e-05,2.9445257e-05,-0.214784903783464,0.01861798849615842,0.0161874532399966,51195087.403011695,-64.34840982069392,5.03147794288274e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/1384cd4dc8853ca1407e0272e9034669.h5,1.4147074e-05,8.6712804e-06,2.8734178e-05,-0.22914496050743074,-0.056219419706654575,-0.06815530084380789,47011810.31977816,-58.494715164465624,5.00042693867744e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/9dfdef0b05bbb856c05dcaa5f9144646.h5,5.9032865e-06,5.9745865e-06,2.2524067e-05,-0.24115961808919317,-0.0020800994998715844,-0.02515143332796237,50384306.809930734,-68.05800458243023,5.011257949111336e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/6d5e2a1b625c136ed6e78e0381b8fb89.h5,4.1913525e-06,5.5512047e-06,2.1485545e-05,-0.21289457869937586,-0.015664088297340468,-0.02265868987015002,50296327.28596615,-68.48435830870505,5.081611448953133e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/66441cf81189296fd13c8a32c9744cd4.h5,8.1496135e-06,2.6430342e-05,2.6887081e-05,-0.2268192711882895,0.02339514811974348,0.02734013933017363,52490716.19649449,-68.37286423723528,5.00552065425219e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/93c0d76a897a4427eaddea6228a0f3d4.h5,7.6181433e-06,7.5317008e-06,2.3370537e-05,-0.21389360898914273,0.032934659418267634,0.0603644897198433,47376305.12160145,-63.13289913480774,5.056468754217863e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/d7b3c9191df4f9b947e0d1332931c8d5.h5,7.8007195e-06,9.3252583e-06,2.0835836e-05,-0.20912610388046404,-0.11639211877160638,-0.13878271105184223,48827748.810145274,-69.36461490065942,5.004947814505728e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/c96013080aabb677a1b6497133a62a0b.h5,6.4621915e-06,2.3537212e-05,3.4926856e-05,-0.2624101161118992,0.013813059966867106,0.060442691105493634,51937404.172247544,-67.14599991397482,5.082847943898787e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/2af735d9cd913e0cd5db539d94a5c5e7.h5,1.5843291e-05,1.4284126e-05,2.9910576e-05,-0.2911150586317186,0.08814737354720709,-0.07772416438722962,52518587.939604245,-69.18456858638241,5.056570684412659e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/ac6d149cf58a38adc90ccbc7725ca93c.h5,4.8656688e-06,4.7929428e-06,2.6477723e-05,-0.23764669586880877,0.01563410479410615,0.003209865642540776,50078870.30621979,-66.55211284392497,5.011939644038594e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/7a2cf54ead9180462805f77db74057d1.h5,1.177888e-05,1.3490797e-05,2.4994904e-05,-0.20213772275286965,-0.031942343359812914,-0.08427356756443298,52503307.341635965,-68.41815537289767,5.011796217449544e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/59048045be6e258bb2e489c50af7721c.h5,8.1527083e-06,7.4610056e-06,2.0645976e-05,-0.2073364459968656,0.036939183175070306,0.012004957664333592,49656619.207177,-63.556628957688524,5.057557647713453e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/02cdc3966fa4cef3749ffd6ddb53d121.h5,6.5101396e-06,7.2951412e-06,2.6398732e-05,-0.21212459931027056,-0.03200022953131453,-0.02748713741804439,50293338.36203021,-68.5310755212018,5.034310404912556e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/c56383b6fa02c8a33566a514e2821c91.h5,1.6269865e-05,1.3712051e-05,3.0009877e-05,-0.29063733031974315,0.08724098945555658,-0.07772416438722962,52563105.72201509,-69.18456858638241,5.056570684412659e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/3bbe337fe1e9b078fe3ac5673aac9878.h5,8.0384801e-06,8.7021124e-06,2.9824294e-05,-0.21943867813872353,-0.028096937443906164,-0.005281110759418221,48333807.035310715,-68.11965138521447,5.07000565710086e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/0f6709fe24c061bfa1f1d6236c8918cd.h5,6.5261957e-06,6.73525e-06,2.6879246e-05,-0.2189591232305415,0.01617050617827847,0.03467532709405904,51015612.22684754,-69.83709661333141,5.083191271468785e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/9e4bdf02a68a58b25e5740d53dc8b833.h5,7.8760002e-06,1.2348463e-05,2.5483395e-05,-0.2438179248289452,0.1244794432306692,0.17198827995515198,48873297.78547444,-66.56845859779037,5.049587386123728e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/2c1cc88e76a0030df10de0a1eabc53f2.h5,8.0133919e-06,8.3714328e-06,2.8685263e-05,-0.21358710932322209,-0.011949356629955898,-0.02919078621629621,49702126.90871135,-66.54087690455162,5.077663984078597e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/26f8c92f9a38246fd113fb033140c282.h5,5.2580967e-06,7.9585496e-06,2.1446981e-05,-0.24559798201882538,0.003747639608700122,0.014550571077604293,52812388.28184007,-68.4019870185408,5.0294007026318e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/9edc5a1e9f53669a689b1c20fdd3af7a.h5,1.947561e-05,9.9949763e-06,2.1870481e-05,-0.20625984583989393,-0.014477634023965362,0.026167415238192243,50804392.74337607,-58.6492257819513,5.036770639035987e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/aac8eddfb4286fb2718fbc064d2c80df.h5,4.9459472e-06,5.0689687e-06,2.1903226e-05,-0.2398534257190261,0.0127382783988811,-0.005866318670943947,47788566.859251864,-67.80815414118774,5.017743581309437e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/34e99f1f3d46323f3ac4384670c58c22.h5,8.3089155e-06,5.9399578e-06,1.85266e-05,-0.2016289884287224,0.06278909998056574,0.03858510059327723,50520075.04164783,-68.00079617914949,5.051142441966401e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/f6eed3da3305f20a2c8a22e572e0d3b8.h5,8.1501038e-06,1.0470022e-05,2.2693188e-05,-0.24426888234687844,-0.02926671128980126,-0.009856282776548587,50032943.53550434,-69.52457940334119,5.01533177511941e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/cffa12140bc81c8279cb145a3689038e.h5,4.1113246e-06,6.4914721e-06,1.7421417e-05,-0.2307121926869237,-0.014924210026168876,-0.018697971748468798,48682141.27104308,-66.32484579635961,5.075793117175174e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/acdd616f1d617ded0400c9b3a1b2a4bc.h5,6.0860369e-06,4.9460699e-06,2.0124045e-05,-0.24358469805151056,0.00882366699927474,0.01627827956621991,51215873.32771115,-67.79353975801219,5.084866865750005e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/d1f1ec6f6fba84e00bcc2df9a9af0ea5.h5,1.0630453e-06,7.6627446e-06,2.9851119e-06,-0.28427314757776273,-0.002827780460379292,0.14106723613925454,51806814.686917245,-58.53582850032706,5.093332425011524e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/8466f00f2c43b633a7efd30503dab3ad.h5,7.4552945e-06,4.7421825e-06,2.7207102e-05,-0.23784875389940208,0.010459279641983113,-0.0011391899590001845,50078868.47274622,-66.55211284392497,5.007412910147633e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/fb3b841fb4e524c8cf95bc79d8a42488.h5,4.9712136e-06,3.5663145e-06,2.4515838e-05,-0.247301208434355,0.0021574885772133005,-0.017296291662574903,49235262.018994845,-69.38123103918458,5.038514474549327e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/c8f3e001d9be2ff59f37071dc8d8f3b6.h5,5.4136727e-06,8.1253559e-06,2.5247044e-05,-0.22832431692146363,0.031838529545924435,0.02548231879926482,47460013.68886499,-69.90587687264208,5.040684031624733e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/872de8ec5cb7dfb13cc8536b0c7978a9.h5,3.9495472e-06,4.2639362e-06,2.4228272e-05,-0.23922993171496168,0.005590856305097966,0.009752840572944552,48736636.197629035,-63.58076335097768,5.080471139821066e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/28030f58a60730ce22ec8459ed8c8702.h5,7.1188206e-06,1.5992384e-05,2.1552066e-05,-0.20102983124123897,-0.07688369470402641,-0.06916823926317905,50552262.71402442,-68.7045097705805,5.001983197428897e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/4aa4677424db74ac34e4d892ca5ff737.h5,6.5299537e-06,6.6714059e-06,2.3881561e-05,-0.2148348549058416,-0.016192855123840316,-0.008058043364086356,50405765.664342895,-67.15670208301121,5.042655089443824e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/9c74dbce2a420ef6981d0def2867f7af.h5,2.4878162e-06,3.020651e-06,2.9006958e-05,-0.2342876331155607,-0.02001183348860751,0.036779227108901885,47787543.683471434,-66.7983697836362,5.095878439768953e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/19296f7f578dc7cd1b528bb30c7f73e5.h5,6.7738461e-06,8.4161445e-06,2.0215886e-05,-0.215686848062768,-0.013152911368601798,-0.026935476424361303,50606444.07439071,-67.85744721165821,5.071040577120484e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/99a8bc66e77f43dde52d73522cc0db2c.h5,1.2303676e-05,9.0191519e-06,2.4238746e-05,-0.22885762069941515,-0.034596649260067835,-0.014414606615956314,48145986.667196594,-68.9566137657068,5.029152599326556e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/d241d7fad66bcbceb42c6e0f5c945440.h5,7.59253e-06,8.6813875e-06,2.310855e-05,-0.2054478367984823,0.009205144951162092,0.035361384363389446,47660732.19686859,-63.19440666509746,5.045414117820896e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/1f9cc4a348fa7cc9d38e2834f2ea5578.h5,7.2159463e-06,8.0067952e-06,2.9569905e-05,-0.21943867813872353,-0.028096937443906164,-0.030508732402756842,48297973.24288815,-68.11965138521447,5.075751809492023e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/755d48d6e212392ed50af0152e749943.h5,5.8922253e-06,6.8956584e-06,2.7940292e-05,-0.23849198175470313,0.03145531131396897,0.04725919609757377,48044362.64849918,-69.12188906420434,5.019497722719713e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/d1970cd4a1fe79091f02b3242364137e.h5,7.7757903e-06,8.4670948e-06,2.5954882e-05,-0.23255969414375935,-0.014411568187891778,-0.007866728233892473,52665031.33955151,-58.229732289338266,5.060107453490915e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/a47d95602eb88d729dc600c9472bffe5.h5,6.9837376e-06,1.5736438e-05,2.1546979e-05,-0.20102983124123897,-0.07688369470402641,-0.06916823926317905,50552262.71402442,-68.7045097705805,5.001983197428897e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/398e64f58218a22a6f89c1b4670afaa4.h5,7.5039873e-06,6.5148186e-06,3.0190089e-05,-0.22421123761458084,0.003774968770116625,0.004836418282349194,47192792.01188784,-62.175369941728945,5.010673056625561e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/4078055fae63241a0f57811d1d4e93f2.h5,6.0287739e-06,8.1190345e-06,2.4926876e-05,-0.22981651685384183,-0.03694830299670408,-0.005071724906445085,47469868.69003253,-66.29447564548497,5.012771894636734e-10
/sdf/scratch/users/t/tiffan/electrons_PMES_51/b8c2686a35769dca9b92a264999d59c8.h5,1.6864747e-05,5.8741192e-06,2.7268708e-05,-0.2208664159510262,0.004058689832434334,0.014300781079004978,51683752.98980252,-68.9894939744838,5.079504522020175e-10
