filepath,distgen_total_charge
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/018c7cf4e2906c454ce2623db6d93f03.h5,5.078190305864955e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/6cf8bc2bda96f6fa9aab9b79b9ee075c.h5,5.087247446292945e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/532c7e2c15385bbded6ac09ba868b567.h5,5.06064640402601e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/7077d1b0c25f25b2142ce448d801c4c4.h5,5.026328733881991e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/8d8b035da3c3e29db6ad36b13ede6403.h5,5.000282108259637e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/e210fb3c1e649bac8b04bbe93043fd28.h5,5.002253296587391e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/a1f056f7f2841f2f1e1f22a2f14e2db3.h5,5.06671841621056e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/a43b4deecdea2fdfe7a688875cb7a264.h5,5.093678113230176e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/da0533a0f6210d9bd4eaac611e68bfaa.h5,5.000036444277851e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/01132c6eace76f7d4b4dc116383b680f.h5,5.05399611949358e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/3b9faab81f0439ea575767d05ae8852f.h5,5.048952052961593e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/a77b700e26037c59ed4f9ac742592475.h5,5.066773592629756e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/c879d93a5f67acca2ab935df7ed271a4.h5,5.071404434686402e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/fb144a76d7bc9f87e8fa43e38b4cd969.h5,5.056601848233891e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/010854e8892900ed03caa76ad939126d.h5,5.052400872530763e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/36c8b218fb0257569b844aa2fe82449a.h5,5.0643973229589e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/f7c329f61003c3f6455aa0f7730beb09.h5,5.07564094588011e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/fa521665b6399ec299f0cf1e8b790261.h5,5.009776342236504e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/dc640aa4425bfae77af056ac12037ca1.h5,5.04397559759673e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/32ec05693bdfaf988ce0154d2b304b7c.h5,5.073140951651831e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/7ab2370dcb069447096d701d3b14e659.h5,5.093678113230176e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/0ec9a576bf412a53769943a6ca2be855.h5,5.040236012371693e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/61fd6d461fa575734bb3758305128c9e.h5,5.003336394753236e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/3899391ece5635df66d4ac046be86592.h5,5.056306161797647e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/d1d69b49787213848e2bf38d50bc2047.h5,5.09662805151292e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/d243e8b43f9ee884d38fa4e9f12bc655.h5,5.056306161797647e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/1a6b27d1f90da0c0c3bff7136465897e.h5,5.056601848233891e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/a47380d70f6e8939865cdfd2f9b87d16.h5,5.03637730598165e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/26c0d5a92d79c2cdc3e4b081eee62440.h5,5.076309406984937e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/049adb1cb53f73df352ae41eb26a7d74.h5,5.012575095125942e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/05f83809a671d4c5d6464bfa038c78f6.h5,5.086285750048742e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/4db60126299ad86a5f3afbf24159b0a9.h5,5.082483203712509e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/3efd8d4222c0a8282c6a0f6add71d7ac.h5,5.078222477025627e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/f5416c2195de29cc2c9efb608ee7843e.h5,5.058786374904446e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/87e777fe7535f240efc277e247618324.h5,5.079068489130595e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/25d2e400ed7fdeed374c5ea66e18c7fb.h5,5.082802016575674e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/640edad54bfc00294b8c6452bad6042e.h5,5.00234088543415e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/6b6a63c62cf275603eb0b1829b17c281.h5,5.031453272386002e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/429924f2a2ad9b7a61acc0d15aa08f5f.h5,5.072265363142877e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/4c656ceb13715087b106023d4ad952a2.h5,5.042145765328443e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/1a70861c4f9bc75aa20c87a772a40d99.h5,5.018724429130419e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/631dd601f505a817888497cf0814c74d.h5,5.004788450761324e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/6f25079d145b493c76162b9925bb72d5.h5,5.071404434686402e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/1df010ab10b9812ad5c0d2561420cbc1.h5,5.058685069162351e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/8539cf1ee4727b4a0024e46ddbeb6c4b.h5,5.005133478816626e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/5cc31c30f11f63d93b5ac55d2f6b8972.h5,5.031648798163453e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/cec946c948447acedf857b79100a879e.h5,5.04717555571575e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/d66c497845f4782dad38cb37057f023e.h5,5.043335530866766e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/7c2256035b7281cc74d6def29c889902.h5,5.012236661393432e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/8839eb49a871037bce0b76560373f626.h5,5.057578716037955e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/2fe511d4fdbc4a28aaea632db9f93b4d.h5,5.044703755481619e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/0afd86cf4f5d5405f29cf8ee6b048de6.h5,5.004179831136488e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/4f4f3ac5f97efdef3f137f1c1b8c4670.h5,5.039634803453779e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/56963c6a7dc1e6ec59757f683ae37777.h5,5.082847943898787e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/c1597b8ba8a7959681ee7ed971799117.h5,5.002582086108238e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/75f93a06e496e6329523e0a0bd1293f8.h5,5.043719661930847e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/30fe37f679aa3a26396f202bc75ecc02.h5,5.072912063893518e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/4f397c64031a3fdc2aa09a0efde27db1.h5,5.077194764718524e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/b0158aeb1bce06a9c776cf21fa4cff8d.h5,5.039446465013906e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/58f543e703319832da1553496e1c2b3a.h5,5.009110882738118e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/3fe12099805103f899472f8d1482a7ac.h5,5.090150707174516e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/cf8a4f50497623838cea8df7dbdac159.h5,5.091055592391445e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/210fe3b7561bcdd7841424b2fa86406d.h5,5.083949481174154e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/489ab09d6b7241cb47171c0b9704443d.h5,5.082847943898787e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/81e732c74064701be4a645f163e91982.h5,5.027532567314565e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/586a49b86e686f554a29adb72c2ca1ae.h5,5.073140951651831e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/2abc9b9ff41e4f36a2570b52efbd4569.h5,5.0294007026318e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/002e7aee138a80ba4e317430d3ff489f.h5,5.05287257968047e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/6d6d2e229f03eea3fbbc3712880f3a3c.h5,5.022988574107747e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/fd8663c2ad632dc1185df0657a206fab.h5,5.00505199207145e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/d8eaa6e2c0966c3307031ba61fbeefa4.h5,5.074755962507384e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/014a0f9060ffdb79f7cda9253e049b70.h5,5.092935899963217e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/10efd2986dce29ca5b5acbf0ae5c61cd.h5,5.071404434686402e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/2f12694bad61bcb824287dec9a287d88.h5,5.083159764118022e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/d97a99bf9fbfdda8c5e3ac83f4e9d85c.h5,5.034310404912556e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/c9e6717115876a7c6814f391b3630177.h5,5.08352766774893e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/8d639886165456d5f2f6bb2d1222279c.h5,5.068133322868874e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/37ea54fc4aabf347eea672a95b5ee228.h5,5.01685595824908e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/c767c7861baa099762341c51a9a11a5b.h5,5.005834017361017e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/745717ece5ebf999fffc5fcc0119c5c0.h5,5.033982245770135e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/3271bb2e113a5cbc907a34f6644b4fa5.h5,5.01278471581339e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/14557f2e613dfb94d690bf7467531b2f.h5,5.011286032388331e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/1ae33f60da85bb48956d81eabf1e9c2d.h5,5.00724057037859e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/f825c75ffee8f5f8a5436106cb8c9a0a.h5,5.034310404912556e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/8b1d04fc13adab9c53e0917cf6c6ad51.h5,5.05890829405991e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/507e55ef6b5324c5530f5cbe6fd3b792.h5,5.052400872530763e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/f373c0acb54f4b0f75b07f08f0565f2d.h5,5.0294007026318e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/17fd6902ab5b0539c408aec9b3f5aa5b.h5,5.013428348725029e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/b91039b54bd4c8157e97733a365c6c1a.h5,5.077936455860083e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/73b545b37259c9d61125455c8f8c4374.h5,5.06064640402601e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/0278738429464936b3d34397d249738d.h5,5.031023047326434e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/9e379c3159854ea769cb50b19c76f465.h5,5.04802553185952e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/79ab6bcc253be7523d3622547e1de98e.h5,5.016854282322538e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/ddfdbfbdce3f7a80f35689c19998dbea.h5,5.084318894378497e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/e6b4169172fe28f02f3020a240ab8ed8.h5,5.013233220590922e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/573213f7986983aab3bac6fc503f1c44.h5,5.027634568018741e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/ca82069d63951052399abd912aba7430.h5,5.05557721296946e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/4aeff483f42b5695b688b914c2454e16.h5,5.012473862766892e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/3a76eaa8892b5428ef3534ef5a82be97.h5,5.065085287866831e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/cdabd7a9181539bf13cfe4fe11466f0d.h5,5.004363972117895e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/bb345503580b80d198e42a37155f44b5.h5,5.047908708070471e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/9df56869b3192d9cd2a45eba19ab69e0.h5,5.018644338486636e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/5a41172a7294d87de1b4aa71e89bb99d.h5,5.04219396075754e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/68bff318d55de915bb07e538baf6efaa.h5,5.065475933989226e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/136134a7f73936c5067b3c03b6f2127e.h5,5.056601848233891e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/d5046f0b5a4d3727db3bd369f7bad55c.h5,5.097460081311945e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/714f0feac76b7f28149fe56b93bdb900.h5,5.09989246306832e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/f19fbfa80d57b16157e2ae590b7a2ff9.h5,5.000691634820632e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/5961caee01e5cdb8381bbb2f6fcfa969.h5,5.02671561602923e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/6d4e370a78564bd382640a70a3ffce35.h5,5.083099495023123e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/858a59679df28d9dbfa202b96665f078.h5,5.057557647713452e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/972d3338c94ca782ca454e5e289dba78.h5,5.056306161797647e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/1e33cef7ff1aeba43af5cbb3f14564c7.h5,5.00504424022288e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/aa4c237f92d84fd0c103bb122321a572.h5,5.010476330104792e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/091074936a87c392953b821704ce258e.h5,5.045865191098501e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/00d092c4a7b3ff2bf36c78c8730b310e.h5,5.087706774155503e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/55bc7a36541e301bae8a627237f864a5.h5,5.040680265878274e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/09a5cebcc61c6531c56a8b4f5b4635b7.h5,5.034465880794126e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/78fc9e1114ee903d36943b14002d3621.h5,5.083191271468784e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/b8bb3e02dd4e4b7ffd592647dbf9ffc0.h5,5.054604862949388e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/2daa29d1f59bfada8a46fb8d4e9f61cc.h5,5.034310404912556e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/57d2eb6e53b40bccba1c20f63489eca7.h5,5.014506254977078e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/d4502551e8d345e32327ea5ed7c970a9.h5,5.026572056212793e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/627e8d620e0be001e62e6c44ea97dd6b.h5,5.01578148648996e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/d491d6ca7089df3e3cc3d41fac72b8ef.h5,5.066777415424546e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/5126b2d1dbb23d41ea3dc3708a421cb8.h5,5.011024606438237e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/9f97531abf0a02f9676ea197bb1b3491.h5,5.071918307603914e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/8956440b86fa1be4e83dcaa9410ded87.h5,5.056306161797647e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/55830491d5e7ced12ed5c136ad0f97d2.h5,5.07339104632365e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/c98ebad10511f3e2baa8151177f9879b.h5,5.052657808388502e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/2a69d5aeb9e6d1149d76597324a2c3ee.h5,5.04784025102368e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/0b91e3ea8b1f095b3422564c530099c9.h5,5.066085193741816e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/5ef51d640ffdfef785f697f8880c51c2.h5,5.07243441257988e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/32ea4b40cc697dab955ef80a92b9b2d0.h5,5.054957641015145e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/9eb727e93244888cd1b65d4727d1e722.h5,5.042145765328443e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/9a3accc2b76cd8b8f0475974517a2fcc.h5,5.027532567314565e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/0190ab51b326df5a67c44a47f37af3a7.h5,5.064020487425957e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/4f6fef0e15c1826755788c7a5e5cfdcd.h5,5.092768273190277e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/503cc24414738bdb51c04961a3927627.h5,5.026328733881991e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/31ef7a71298326586abca6918dd6c04f.h5,5.050217380789021e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/821c6bd72acac43a200e11f1fea9e897.h5,5.099525137994251e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/f1d21a4ea302424ed5b6a8cd33f2bf46.h5,5.099987278548825e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/b77d53372c69937e179c5616b89f32e0.h5,5.057578716037955e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/b8f8229e40ab21c38250f77304754796.h5,5.02941945321246e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/f2d7dab605e50ed69ee7dfbe74f34b20.h5,5.007963890199245e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/f775866fe3b0d69be03e5f3c0434d4d3.h5,5.074459299846766e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/19da10308e86a6069b5445fdba821c06.h5,5.002634898857883e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/40dec4be17b7bb681c3ea82b678fbbf6.h5,5.050139715907554e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/cf394844027cf81d9a1d5ea2fed6a5f3.h5,5.009799062703152e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/0af7b771bb9c21f7f78533c226d97791.h5,5.051276769430766e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/2d7eacc317069eca311193b3a9cbfced.h5,5.00913157509796e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/221c617d61d4f973fc5d47d6942345d4.h5,5.072045003061729e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/ea819a9f7bfd14588fc0e38e0bc3fb2c.h5,5.043177426859595e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/cf5fc2b6c70e20302813c1c93a92b8c1.h5,5.081755278048967e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/45eb3d134c6ae780b3899c14d2133336.h5,5.019827377625177e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/bf77a25b3938947fe78be51804f4be13.h5,5.062983783280042e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/e98fef5e34bbeb2dae8fe3ccded7169b.h5,5.055768965309011e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/578a7f349c1be734df3d5207d61aae56.h5,5.068300332179601e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/5d01cf5cc4b767bba8ca27ffc25c2e45.h5,5.06003789453461e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/cca8bea8560ae61211527961eaac9dda.h5,5.057557647713452e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/4603b776334da685b7e7a54a55018eaa.h5,5.001981407462425e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/2ff94f03585ab8563163c4d921eb85c2.h5,5.076475017396566e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/e0f731b91c915e0c107a977b1798bced.h5,5.086868657898336e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/c5f360fcf673c9af0917e5f9fa80da82.h5,5.037641499878896e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/8afdd7cfeb8e8b24d6779cbf84bf3ace.h5,5.045865191098501e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/ee94cd254972d0c3ae9085897663b2aa.h5,5.005201448457556e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/efcdd00ed437dc5149d10e294b333069.h5,5.091899900715556e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/a3218e8e280245d960d1fbd7da2d663b.h5,5.056601848233891e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/b0cdb83bfd2d1a4509cd060b528b0239.h5,5.02827540773975e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/739ec4c6cc0f3d71c747c84f1e7cb9a2.h5,5.035694909338088e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/a856ed9a0ce1bc6d5d8f52a5ef461420.h5,5.025317370767526e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/b1c4ad354c850a49aa8220bf613fc4d3.h5,5.041844757623093e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/33d25ea416f6acfbc179f3a7e534e457.h5,5.071404434686402e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/d310727809a166cc4d029d4275769c42.h5,5.056601848233891e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/385b96a149f26b6e50959e6a5a3f9975.h5,5.019827377625177e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/b53937dd36accd675f4fae9565cee7f4.h5,5.06856617764305e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/7172da6fb27b2f9f8a984d234a651c6f.h5,5.051393992269137e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/b32a6a170fa08d1a18a42621230260dc.h5,5.045453996207487e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/a475ebcf72734f7d2f052c5f4a5c8d4f.h5,5.054245327119181e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/3376815328a3b39608440dc75a1f4fb6.h5,5.059083515994144e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/bca9fe283c18bf1ba69a78d6014256b3.h5,5.02299192661562e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/a7da4cdab0e976e0ebd4c86d16b1a5fe.h5,5.099583425441433e-10
/sdf/data/ad/ard-online/Simulations/FACET-II_Injector_Gaussian/Archive/75d1b625f9c913e2a9376f92c28d0acb.h5,5.064770789843726e-10
