filename,norm_emit_x,norm_emit_y,norm_emit_z,SOL10111:solenoid_field_scale,CQ10121:b1_gradient,SQ10122:b1_gradient,GUNF:rf_field_scale,GUNF:theta0_deg,distgen:total_charge
/sdf/data/ad/ard/u/tiffan/Archive_5/c4155d7ed8444a8a9b7eac573510f9a1.h5,5.0892228e-06,6.0688141e-06,1.0694137e-05,-0.25,0,0,49002593.0539,-60.7,5e-10
/sdf/data/ad/ard/u/tiffan/Archive_5/eab5d7f0fdf669c83f410c9b986693db.h5,4.906503e-06,5.6596066e-06,1.212457e-05,-0.25,0,0,49002593.0539,-60.7,5e-10
/sdf/data/ad/ard/u/tiffan/Archive_5/e12b29208d9a29141e75ea4feedc39ae.h5,6.5819211e-06,8.1478013e-06,1.6945707e-05,-0.25,0,0,49002593.0539,-60.7,5e-10
/sdf/data/ad/ard/u/tiffan/Archive_5/e73a935fb258bf5942be432396a6ff15.h5,5.3274251e-06,5.9604099e-06,1.2080411e-05,-0.25,0,0,49002593.0539,-60.7,5e-10
/sdf/data/ad/ard/u/tiffan/Archive_5/c4e5a3efa952586a5401883599e16082.h5,5.1026377e-06,5.8022206e-06,1.1823899e-05,-0.25,0,0,49002593.0539,-60.7,5e-10
/sdf/data/ad/ard/u/tiffan/Archive_5/b09e30316019048c6f2bd9f0c7bf871d.h5,5.0969264e-06,5.9680983e-06,1.1591166e-05,-0.25,0,0,49002593.0539,-60.7,5e-10
/sdf/data/ad/ard/u/tiffan/Archive_5/5961309de7c87517e142fdb458c05671.h5,4.9102449e-06,5.666064e-06,1.2122635e-05,-0.25,0,0,49002593.0539,-60.7,5e-10
/sdf/data/ad/ard/u/tiffan/Archive_5/037f3c14f86ee83684f13e6fb7b49493.h5,4.9068144e-06,5.6597375e-06,1.2118712e-05,-0.25,0,0,49002593.0539,-60.7,5e-10
/sdf/data/ad/ard/u/tiffan/Archive_5/60326e16efea00c8863777f548c44a17.h5,6.7358496e-06,7.1867887e-06,1.3060255e-05,-0.25,0,0,49002593.0539,-60.7,5e-10
/sdf/data/ad/ard/u/tiffan/Archive_5/50d70e123f40004d19793e5ff19e9c8b.h5,4.9255581e-06,5.6712241e-06,1.184456e-05,-0.25,0,0,49002593.0539,-60.7,5e-10
